id,vehicleType,make,model,modelType,color,colorType,driveType,accessories,price,totalOwners,kilometers,seats,doors,power,batteryCapacity,batteryGuaranteeMonth,batteryGuaranteeKm,electricRange,chargingType,chargingPower,maximumChargingPower
13841110,Car,Audi,Q4 e-tron,,Gray,Nonmetallic,Four wheel,"Alloy wheels,Airconditioning: Automatic,Cruise control: Adaptive,Parking sensors,Satellite navigator,Multiactive Steering Wheel,Sport base,LED-headlights,Parking camera: Simple camera",70890.0,,,5.0,4.0,220.0,82.0,,160000.0,495.0,CCS,135.0,135.0
13841122,Car,Volkswagen,ID5,,Black,Nonmetallic,Rear wheel,"Airconditioning: Automatic,Cruise control: Adaptive,Parking sensors,Satellite navigator,Parking camera: Simple camera",50990.0,,,5.0,5.0,150.0,82.0,,160000.0,530.0,CCS,135.0,135.0
13841130,Car,Volkswagen,ID5,,Gray,Nonmetallic,Rear wheel,"Airconditioning: Automatic,Cruise control: Adaptive,Parking sensors,Satellite navigator,Parking camera: Simple camera",50290.0,,,5.0,5.0,150.0,82.0,,160000.0,530.0,CCS,135.0,135.0
13841131,Car,Volkswagen,ID5,,White,Nonmetallic,Rear wheel,"Airconditioning: Automatic,Cruise control: Adaptive,Parking sensors,Satellite navigator,Parking camera: Simple camera",50990.0,,,5.0,5.0,150.0,82.0,,160000.0,530.0,CCS,135.0,135.0
13841173,Car,Volkswagen,ID3,,Gray,Nonmetallic,Rear wheel,"Airconditioning: Automatic,Cruise control: Adaptive,Satellite navigator,Parking Assistant,Parking camera: Simple camera",44235.0,,,5.0,5.0,150.0,62.0,,160000.0,424.0,CCS,120.0,120.0
13841254,Car,Audi,Q4 e-tron,,Blue,Nonmetallic,Four wheel,"Alloy wheels,Airconditioning: Automatic,Cruise control: Adaptive,Parking sensors,Satellite navigator,Sport base,LED-headlights,Parking camera: Simple camera",70400.0,,,5.0,4.0,195.0,82.0,,160000.0,495.0,CCS,135.0,135.0
13841363,Car,Skoda,Enyaq,,Red,Nonmetallic,Four wheel,"Tow bar,Cruise control: Adaptive,Electric seats: With memory,Parking Assistant",62440.0,,,5.0,5.0,195.0,82.0,,160000.0,499.0,CCS,135.0,135.0
13841391,Car,Skoda,Enyaq,,Orange,Nonmetallic,Four wheel,"Central locking: Keyless,Tow bar,Alloy wheels,Airconditioning: Automatic,Radio,USB,Sun hatch: With panorama,Cruise control: Adaptive,Parking sensors,Satellite navigator,Rain Sensor,Parking camera: Simple camera",66790.0,,,5.0,5.0,195.0,82.0,,160000.0,507.0,CCS,135.0,135.0
13841736,Car,Kia,Niro,,Other,Metallic,Front wheel,"Central locking: Remote control,Power windows,Airconditioning: Automatic,Leather upholstery,ABS brakes,Airbag,Cruise control: Adaptive,On board computer,Seat heaters,Parking sensors,Satellite navigator,Driving assistant,Fog lights,Rain Sensor,Hands-free kit,Isofix-ready,Keyless start,Electrically operated tailgate,LED-headlights,Parking camera: Simple camera,Tire-pressure monitoring system,Traffic sign recognition,Lane departure warning system,Emergency brake assist,Heated steering wheel",50319.0,,5000.0,,,150.0,0.0,,,,,,
13841782,Car,Subaru,Solterra,,Other,Nonmetallic,Four wheel,"Central locking: Remote control,Power windows,Airconditioning: Manual,ABS brakes,CD Player,USB,Bluetooth,Cruise control: Adaptive,On board computer,Satellite navigator,Driving assistant,Fog lights,Rain Sensor,Audio input",46590.0,,,5.0,4.0,,71.0,,,470.0,CCS,150.0,150.0
13841800,Car,Mercedes-Benz,EQB,300 4Matic Business,White,Not available,Four wheel,"Two sets of tyres,Airconditioning: Automatic,Cruise control: Traditional,Electric mirrors",65800.0,,3000.0,5.0,5.0,168.0,0.0,,,,,,
13841811,Car,Porsche,Taycan,,Red,Nonmetallic,Four wheel,"Leather upholstery,Sun hatch: With panorama,Cruise control: Adaptive,Electric seats: With memory,Parking camera: Simple camera",149937.0,,,5.0,4.0,,0.0,,,,,,
13841849,Car,Polestar,2,,Beige,Nonmetallic,Four wheel,"Alloy wheels,Two sets of tyres,Airconditioning: Automatic,Sun hatch: With panorama,Cruise control: Adaptive,Electric seats: With memory,Seat heaters,Fog lights,Rain Sensor,Parking Assistant,Emergency brake assist",62800.0,,7000.0,5.0,5.0,300.0,0.0,,,,,,
13841856,Car,BMW,i7,,Gray,Nonmetallic,Four wheel,"Power steering,Central locking: Keyless,Power windows,Tow bar,Alloy wheels,Airconditioning: Automatic,Internal socket,Leather upholstery,ABS brakes,Airbag,Service manual: Electronic,Radio,USB,MP3,Bluetooth,Immobilizer,Alarm system,Sun hatch: With panorama,Traction control,Cruise control: Adaptive,Fuel / battery powered heater,Electric seats: With memory,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Fog lights,Roof Opening Mechanism: Electronic,Rain Sensor,Multiactive Steering Wheel,Audio input,Hands-free kit,Sunroof,Isofix-ready,Curve lights,Auto hold,Keyless start,Electrically operated tailgate,LED-headlights,Parking Assistant,Parking camera: 360-degree camera,Air suspension,Tire-pressure monitoring system,Traffic sign recognition,Lane departure warning system,Head-Up display,Smartphone integration,Adaptive headlights,Emergency brake assist,Collision avoidance system,Blind spot sensor,Heated steering wheel,Battery preheating",209800.0,,50.0,5.0,4.0,400.0,105.0,,,625.0,CCS,195.0,195.0
13841857,Car,Volkswagen,ID3,,Gray,Nonmetallic,Rear wheel,"Airconditioning: Automatic,Cruise control: Adaptive,Satellite navigator,Parking Assistant,Parking camera: Simple camera",44540.0,,,5.0,5.0,150.0,62.0,,160000.0,424.0,CCS,120.0,120.0
13842021,Car,MG,MG4,,Gray,Nonmetallic,Rear wheel,"Airconditioning: Automatic,USB,Bluetooth,Cruise control: Adaptive,Parking sensors,LED-headlights",28700.0,,,5.0,5.0,125.0,51.0,,150000.0,350.0,CCS,88.0,88.0
13842153,Car,MG,Marvel R,,Gray,Nonmetallic,Rear wheel,"Power steering,Central locking: Keyless,Power windows,Alloy wheels,Airconditioning: Automatic,Leather upholstery,ABS brakes,Airbag,Radio,Bluetooth,Sun hatch: With panorama,Traction control,Cruise control: Adaptive,Electric seats: With memory,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Roof Opening Mechanism: Electronic,Rain Sensor,Hands-free kit,Isofix-ready,Keyless start,Electrically operated tailgate,LED-headlights,Parking camera: 360-degree camera,Lane departure warning system,Smartphone integration,Folding rear seats,Battery preheating",43900.0,,10.0,5.0,5.0,132.0,70.0,,150000.0,402.0,CCS,92.0,92.0
13842257,Car,MG,MG4,,White,Nonmetallic,Rear wheel,"Airconditioning: Automatic,USB,Bluetooth,Cruise control: Adaptive,Parking sensors,LED-headlights",27900.0,,1000.0,5.0,5.0,125.0,51.0,,150000.0,350.0,CCS,88.0,88.0
13842292,Car,Hyundai,Ioniq 5,,Green,Nonmetallic,Four wheel,"Power windows,Tow bar,Alloy wheels,Airconditioning: Automatic,Internal socket,Leather upholstery,ABS brakes,Airbag,USB,Bluetooth,Cruise control: Adaptive,Electric seats: With memory,Seat heaters,Parking sensors,Satellite navigator,Rain Sensor,Electrically operated tailgate,LED-headlights,Parking camera: Simple camera",66600.0,,,5.0,5.0,,77.0,,160000.0,481.0,CCS,220.0,220.0
13842324,Car,MG,MG4,,White,Nonmetallic,Rear wheel,"Airconditioning: Automatic,USB,Bluetooth,Cruise control: Adaptive,Parking sensors,LED-headlights",27900.0,,,5.0,5.0,125.0,51.0,,150000.0,350.0,CCS,88.0,88.0
13842678,Car,Audi,Q4 e-tron,,Other,Nonmetallic,Rear wheel,"Tow bar,Alloy wheels,Airconditioning: Manual,Airbag,USB,Satellite navigator,Multiactive Steering Wheel,Sport base",60800.0,,1000.0,5.0,4.0,150.0,0.0,,,,,,
13843355,Car,Skoda,Enyaq,,Green,Metallic,Four wheel,"Power steering,Central locking: Keyless,Power windows,Alloy wheels,Airconditioning: Automatic,ABS brakes,Airbag,Service manual: Electronic,Radio,Bluetooth,Immobilizer,Alarm system,Sun hatch: With panorama,Traction control,Cruise control: Adaptive,Fuel / battery powered heater,Electric seats: With memory,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Suspension kit,Fog lights,Roof Opening Mechanism: Electronic,Accessories for invalids,Rain Sensor,Multiactive Steering Wheel,Audio input,Hands-free kit,Sport base,Sunroof,Isofix-ready,Curve lights,Keyless start,Heated windshield,Ski hatch,Electrically operated tailgate,LED-headlights,Sport seats,Parking Assistant,Parking camera: 360-degree camera,Tire-pressure monitoring system,Traffic sign recognition,Lane departure warning system,Smartphone integration,Collision avoidance system,Blind spot sensor,Heated steering wheel,Folding rear seats,Battery preheating",67990.0,,1000.0,5.0,5.0,220.0,82.0,,,520.0,CCS,200.0,
13843571,Car,Ford,Mustang Mach-E,,White,Nonmetallic,Rear wheel,"Central locking: Remote control,Power windows,Alloy wheels,ABS brakes,Airbag,USB,Cruise control: Traditional,On board computer,Seat heaters,Parking sensors,Satellite navigator,Driving assistant,Fog lights,Rain Sensor,Isofix-ready,Keyless start,Heated windshield,Electrically operated tailgate,LED-headlights,Parking Assistant,Parking camera: Simple camera,Lane departure warning system",60340.0,,,5.0,,,75.0,,,,,,
13843596,Car,MG,MG4,,Gray,Nonmetallic,Rear wheel,"Airconditioning: Automatic,USB,Bluetooth,Cruise control: Adaptive,Parking sensors,LED-headlights",28700.0,,,5.0,5.0,125.0,51.0,,150000.0,350.0,CCS,88.0,88.0
13843748,Car,Skoda,Enyaq,80x 4x4 iV,Other,Not available,Four wheel,"Central locking: Keyless,Airconditioning: Automatic,Airbag,Cruise control: Adaptive,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Rain Sensor,Multiactive Steering Wheel,Isofix-ready,LED-headlights,Parking camera: Simple camera,Tire-pressure monitoring system,Emergency brake assist,Folding rear seats",58550.0,,,,5.0,195.0,0.0,,,,,,
13843828,Car,Skoda,Enyaq,,Black,Metallic,Four wheel,"Power steering,Power windows,ABS brakes,Airbag,Immobilizer,Alarm system,Traction control,On board computer,Seat heaters,Electric mirrors,Satellite navigator,Driving assistant,Rain Sensor,Multiactive Steering Wheel,Hands-free kit,Sport base,Sunroof,Isofix-ready,Curve lights,Keyless start,Ski hatch,Electrically operated tailgate,Plug-in charging for hybrid vehicles,Lane departure warning system,Head-Up display,Smartphone integration,Adaptive headlights,Emergency brake assist,Collision avoidance system,Blind spot sensor,Heated steering wheel,Folding rear seats,Battery preheating",57760.0,,8600.0,5.0,5.0,220.0,82.0,,,,,135.0,
13843936,Car,Muu merkki,Muu malli,,Black,Nonmetallic,Front wheel,"Airconditioning: Automatic,Cruise control: Adaptive,Parking sensors,Satellite navigator",35500.0,,100.0,5.0,5.0,,61.0,,150000.0,380.0,CCS,87.0,87.0
13844140,Car,Cupra,Born,,Gray,Nonmetallic,Rear wheel,"Power steering,Central locking: Keyless,Power windows,Alloy wheels,Airconditioning: Automatic,Internal socket,ABS brakes,Airbag,USB,Bluetooth,Traction control,Cruise control: Adaptive,Fuel / battery powered heater,Electric seats: Without memory,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Fog lights,Rain Sensor,Multiactive Steering Wheel,Hands-free kit,Sunroof,Isofix-ready,Keyless start,Ski hatch,LED-headlights,Sport seats,Parking Assistant,Parking camera: Simple camera,Tire-pressure monitoring system,Traffic sign recognition,Lane departure warning system,Smartphone integration,Collision avoidance system,Blind spot sensor,Heated steering wheel,Folding rear seats",45210.0,,,5.0,5.0,170.0,62.0,,160000.0,404.0,CCS,120.0,120.0
13844185,Car,Porsche,Taycan,,Blue,Metallic,Rear wheel,"Power steering,Central locking: Remote control,Power windows,Alloy wheels,Airconditioning: Automatic,Leather upholstery,ABS brakes,Airbag,Service manual: Paper,Immobilizer,Alarm system,Sun hatch: With panorama,Traction control,Cruise control: Adaptive,Fuel / battery powered heater,Electric seats: Without memory,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Rain Sensor,Multiactive Steering Wheel,Audio input,Hands-free kit,Sport base,Sunroof,Isofix-ready,Auto hold,Keyless start,Ski hatch,Electrically operated tailgate,LED-headlights,Sport seats,Parking Assistant,Parking camera: Simple camera,Plug-in charging for hybrid vehicles,Air suspension,Tire-pressure monitoring system,Traffic sign recognition,Lane departure warning system,Smartphone integration,Emergency brake assist,Collision avoidance system,Blind spot sensor,Heated steering wheel,Folding rear seats,Battery preheating",105900.0,,11000.0,5.0,4.0,300.0,0.0,,,,,,
13844239,Car,BMW,iX1,,White,Nonmetallic,Four wheel,"Power steering,Central locking: Keyless,Power windows,Tow bar,Alloy wheels,Airconditioning: Automatic,ABS brakes,Airbag,Service manual: Electronic,Radio,USB,MP3,Bluetooth,Traction control,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Fog lights,Rain Sensor,Multiactive Steering Wheel,Audio input,Hands-free kit,Sport base,Isofix-ready,Keyless start,Electrically operated tailgate,LED-headlights,Sport seats,Parking camera: 360-degree camera,Tire-pressure monitoring system,Head-Up display,Adaptive headlights,Heated steering wheel,Folding rear seats",59800.0,,6000.0,5.0,4.0,200.0,68.0,,160000.0,440.0,CCS,130.0,130.0
13844276,Car,Cupra,Born,,Gray,Nonmetallic,Rear wheel,"Power steering,Central locking: Keyless,Power windows,Alloy wheels,Airconditioning: Automatic,ABS brakes,Airbag,Radio,USB,Bluetooth,Immobilizer,Traction control,Cruise control: Adaptive,Fuel / battery powered heater,Electric seats: Without memory,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Fog lights,Rain Sensor,Multiactive Steering Wheel,Audio input,Isofix-ready,Curve lights,Auto hold,Keyless start,Ski hatch,LED-headlights,Sport seats,Parking camera: Simple camera,Tire-pressure monitoring system,Traffic sign recognition,Lane departure warning system,Head-Up display,Smartphone integration,Emergency brake assist,Collision avoidance system,Blind spot sensor,Heated steering wheel,Folding rear seats",43120.0,,,5.0,5.0,170.0,62.0,,160000.0,404.0,CCS,120.0,120.0
13844450,Car,Citroen,C4,,Gray,Metallic,Front wheel,Power windows,42900.0,,200.0,5.0,5.0,5.0,0.0,,,,,,
13844561,Car,BYD,Atto3,,Gray,Nonmetallic,Front wheel,"Power steering,Central locking: Remote control,Power windows,Alloy wheels,Airconditioning: Automatic,Leather upholstery,ABS brakes,Airbag,Service manual: Paper,CD Player,Radio,USB,Bluetooth,Immobilizer,Sun hatch: With panorama,Traction control,Cruise control: Adaptive,Fuel / battery powered heater,Electric seats: Without memory,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Fog lights,Roof Opening Mechanism: Electronic,Rain Sensor,Multiactive Steering Wheel,Audio input,Sunroof,Isofix-ready,Auto hold,Keyless start,Electrically operated tailgate,LED-headlights,Parking camera: 360-degree camera,Tire-pressure monitoring system,Traffic sign recognition,Lane departure warning system,Smartphone integration,Adaptive headlights,Emergency brake assist,Collision avoidance system,Blind spot sensor,Heated steering wheel,Folding rear seats",42990.0,,500.0,5.0,5.0,150.0,60.0,,200000.0,420.0,CCS,80.0,80.0
13844633,Car,Audi,Q4 e-tron,,Gray,Nonmetallic,Rear wheel,"Power steering,Central locking: Keyless,Tow bar,Alloy wheels,Airconditioning: Automatic,ABS brakes,Airbag,Radio,USB,Bluetooth,Immobilizer,Traction control,Cruise control: Adaptive,Fuel / battery powered heater,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Rain Sensor,Multiactive Steering Wheel,Isofix-ready,Auto hold,Keyless start,Electrically operated tailgate,LED-headlights,Sport seats,Parking Assistant,Parking camera: Simple camera,Tire-pressure monitoring system,Traffic sign recognition,Lane departure warning system,Smartphone integration,Emergency brake assist,Collision avoidance system,Folding rear seats",59590.0,,,5.0,5.0,150.0,82.0,,160000.0,497.0,CCS,135.0,135.0
13844677,Car,Audi,Q8 e-tron,,Gray,Nonmetallic,Four wheel,"Power windows,Tow bar,Alloy wheels,Airconditioning: Manual,Leather upholstery,USB,Cruise control: Adaptive,Electric seats: With memory,Seat heaters,Parking sensors,Satellite navigator,Multiactive Steering Wheel,LED-headlights,Parking Assistant,Parking camera: Simple camera,Air suspension",112260.0,,,5.0,4.0,300.0,114.0,,160000.0,551.0,CCS,170.0,170.0
13844877,Car,Skoda,Enyaq,80 SportLine iV,Gray,Metallic,Rear wheel,"Tow bar,Airbag,Electrically operated tailgate",71900.0,,2000.0,5.0,5.0,5.0,0.0,,,,,,
13844882,Car,Mercedes-Benz,EQS SUV,,Black,Nonmetallic,Four wheel,"Power steering,Central locking: Keyless,Power windows,Alloy wheels,Two sets of tyres,Airconditioning: Automatic,Leather upholstery,ABS brakes,Airbag,Service manual: Electronic,Radio,USB,Bluetooth,Immobilizer,Traction control,Cruise control: Adaptive,Fuel / battery powered heater,Electric seats: With memory,On board computer,Seat heaters,Parking sensors,Electric mirrors,Satellite navigator,Driving assistant,Rain Sensor,Multiactive Steering Wheel,Isofix-ready,Auto hold,Keyless start,Electrically operated tailgate,LED-headlights,Parking Assistant,Parking camera: 360-degree camera,Air suspension,Tire-pressure monitoring system,Lane departure warning system,Smartphone integration,Adaptive headlights,Emergency brake assist,Collision avoidance system,Folding rear seats,Battery preheating",149900.0,,8000.0,5.0,5.0,400.0,108.0,,250000.0,598.0,"CCS,Schuko",200.0,200.0
13844913,Car,Mercedes-Benz,EQB,,Black,Metallic,Four wheel,"Leather upholstery,Cruise control: Adaptive,Parking sensors,Satellite navigator,Multiactive Steering Wheel,Smartphone integration",56700.0,,2000.0,5.0,5.0,168.0,0.0,,,,,,
13845400,Car,Polestar,2,,Gray,Nonmetallic,Front wheel,"Alloy wheels,Two sets of tyres,Airconditioning: Automatic,Cruise control: Adaptive,Seat heaters,Fog lights,Rain Sensor,Electrically operated tailgate,LED-headlights,Parking Assistant,Emergency brake assist,Collision avoidance system",51800.0,,3000.0,5.0,5.0,170.0,0.0,,,,,,
13845412,Car,MG,Marvel R,,White,Nonmetallic,Rear wheel,"Airconditioning: Automatic,USB,Bluetooth,Cruise control: Adaptive,Electric seats: With memory,Seat heaters,Parking sensors,Satellite navigator",43900.0,,100.0,5.0,5.0,,0.0,,,,,,
13845417,Car,MG,Marvel R,,Black,Nonmetallic,Rear wheel,"Airconditioning: Automatic,USB,Bluetooth,Cruise control: Adaptive,Electric seats: With memory,Seat heaters,Parking sensors,Satellite navigator",43900.0,,100.0,5.0,5.0,,70.0,,150000.0,402.0,CCS,92.0,92.0
